"State Name","County Name","Estimates: Total","county","Rent_At_Level","Gap","Total","At_This_Level","Above_This_Level","Vacant","Substandard","Substandard_Vacant"
,,,01105,Extremely low (0-30% AMI),268.25135656,496.37843515,234.86171889,179.63766848,,6.7346402941,
,,,01105,Very low (31-50%),23.819359356,267.0462104,243.22685104,75.427971294,,0,
,,,01105,Low (51-80%),-76.9875722,124.55539996,205.08751969,77.90915456,,3.5445475232,
,,,01105,Middle (81-120%),56.712760371,95.206546473,38.493786102,3.1900927709,,0,
,,,01105,High (over 120%),74.648170838,74.648170838,,,,,
,,,01107,Extremely low (0-30% AMI),555.75039835,969.1935881,432.25030983,428.64561181,,18.80712008,
,,,01107,Very low (31-50%),-166.9131907,536.47310027,703.38629098,382.56816762,,0,
,,,01107,Low (51-80%),133.37382656,505.59807814,372.22425158,62.220222263,,0,
,,,01107,Middle (81-120%),192.61625482,213.93099091,21.31473609,34.793172147,,0,
,,,01107,High (over 120%),103.59588644,236.186083,23.979078102,0,108.61111846,0,0
Alabama,Pike County,33122,01109,Extremely low (0-30% AMI),869.7819795,1676.9505458,817.83099533,1141.1067702,,10.662429065,
Alabama,Pike County,33122,01109,Very low (31-50%),281.53349936,989.56416134,729.12865991,595.7348665,,21.097997938,
Alabama,Pike County,33122,01109,Low (51-80%),130.21775071,1647.9124411,1517.6946904,864.79105525,,0,
Alabama,Pike County,33122,01109,Middle (81-120%),488.65685546,879.0832474,390.42639194,109.11975277,,0,
Alabama,Pike County,33122,01109,High (over 120%),505.89823012,984.3463769,12.023590223,0,681.94173979,0,215.51718323
Alabama,Randolph County,22767,01111,Extremely low (0-30% AMI),483.36374201,1017.4631028,538.98954096,475.26438117,,4.8901801278,
Alabama,Randolph County,22767,01111,Very low (31-50%),250.62173155,568.94189425,353.46833236,262.69436374,,35.148169669,
Alabama,Randolph County,22767,01111,Low (51-80%),-19.56072051,688.75130738,739.02847182,352.0929692,,30.716443928,
Alabama,Randolph County,22767,01111,Middle (81-120%),142.27367809,270.48808832,128.21441023,22.922719349,,0,
Alabama,Randolph County,22767,01111,High (over 120%),189.64729808,327.03079605,,,188.11911679,,50.735618826
Alabama,Russell County,57438,01113,Extremely low (0-30% AMI),1252.1369292,2414.1356757,1177.3483646,1642.7357209,,15.349618068,
Alabama,Russell County,57438,01113,Very low (31-50%),405.29523451,1424.5751917,1049.6526057,857.61908608,,30.372648517,
Alabama,Russell County,57438,01113,Low (51-80%),187.461293,2372.3324605,2184.8711675,1244.9520016,,0,
Alabama,Russell County,57438,01113,Middle (81-120%),703.46973017,1265.5270215,562.05729137,157.08864448,,0,
Alabama,Russell County,57438,01113,High (over 120%),728.29038917,1417.0636765,17.309143779,0,981.7223811,0,310.25823754
Alabama,St. Clair County,85261,01115,Extremely low (0-30% AMI),1049.389313,1787.9233171,738.53400416,1555.8934768,,0,
Alabama,St. Clair County,85261,01115,Very low (31-50%),190.39382373,1507.3854962,1316.9916724,1769.3285913,,0,
Alabama,St. Clair County,85261,01115,Low (51-80%),1215.5291464,2185.2845246,969.75537821,352.0870923,,0,
Alabama,St. Clair County,85261,01115,Middle (81-120%),795.53088133,1202.1894518,406.65857044,52.954545455,,0,
Alabama,St. Clair County,85261,01115,High (over 120%),312.4722415,567.94760583,88.527064539,0,255.47536433,88.527064539,0
Alabama,Shelby County,201093,01117,Extremely low (0-30% AMI),1494,2319,825,966,,0,
Alabama,Shelby County,201093,01117,Very low (31-50%),1517,2782,1265,1204,,0,
Alabama,Shelby County,201093,01117,Low (51-80%),-1410,2485,3922,3956,,27,
Alabama,Shelby County,201093,01117,Middle (81-120%),3085,3908,823,1293,,0,
Alabama,Shelby County,201093,01117,High (over 120%),2222,3601,841,0,920,0,382
,,,01119,Extremely low (0-30% AMI),584.72316793,1019.7202681,454.78468617,450.99206551,,19.787586055,
,,,01119,Very low (31-50%),-175.6148262,564.44089223,740.05571847,402.51247968,,0,
,,,01119,Low (51-80%),140.32696444,531.95627179,391.62930734,65.463930533,,0,
,,,01119,Middle (81-120%),202.65786052,225.08379138,22.425930863,36.607034202,,0,
,,,01119,High (over 120%),108.99661985,248.49910154,25.229172221,0,114.27330947,0,0
Alabama,Talladega County,81503,01121,Extremely low (0-30% AMI),1806.1814352,3801.9462522,2014.037914,1775.9166182,,18.273097037,
Alabama,Talladega County,81503,01121,Very low (31-50%),936.49622313,2125.9606334,1320.8022952,981.60793144,,131.33788495,
Alabama,Talladega County,81503,01121,Low (51-80%),-73.09238815,2573.6515107,2761.5217897,1315.6629866,,114.77789076,
Alabama,Talladega County,81503,01121,Middle (81-120%),531.63291691,1010.7306798,479.09776293,85.655142359,,0,
Alabama,Talladega County,81503,01121,High (over 120%),708.65354445,1222.0133643,,,702.94320163,,189.58338175
Alabama,Tallapoosa County,41273,01123,Extremely low (0-30% AMI),447.76076214,997.96298978,550.20549888,786.0876796,,0.0032712313,
Alabama,Tallapoosa County,41273,01123,Very low (31-50%),463.31972869,811.34773869,348.03448286,457.86102876,,0.0064728619,
Alabama,Tallapoosa County,41273,01123,Low (51-80%),-93.47084625,839.01658759,932.48743384,934.75605506,,0,
Alabama,Tallapoosa County,41273,01123,Middle (81-120%),835.26614678,899.26954334,64.003396559,104.03723567,,0,
Alabama,Tallapoosa County,41273,01123,High (over 120%),12.191252667,629.87964066,0.0036888353,0,693.67047679,0,75.985777628
Alabama,Tuscaloosa County,198762,01125,Extremely low (0-30% AMI),7405,8608,1203,1683,,0,
Alabama,Tuscaloosa County,198762,01125,Very low (31-50%),-857,3650,4507,2100,,0,
Alabama,Tuscaloosa County,198762,01125,Low (51-80%),-1900,3716,5616,5033,,0,
Alabama,Tuscaloosa County,198762,01125,Middle (81-120%),1260,3196,1936,678,,0,
Alabama,Tuscaloosa County,198762,01125,High (over 120%),1821,4356,770,0,1822,57,0
Alabama,Walker County,66257,01127,Extremely low (0-30% AMI),1026.870229,1749.555864,722.68563498,1522.5052047,,0,
Alabama,Walker County,66257,01127,Very low (31-50%),186.30811936,1475.0381679,1288.7300486,1731.3601666,,0,
Alabama,Walker County,66257,01127,Low (51-80%),1189.44483,2138.3900069,948.94517696,344.53157529,,0,
Alabama,Walker County,66257,01127,Middle (81-120%),778.45940319,1176.3913949,397.93199167,51.818181818,,0,
Alabama,Walker County,66257,01127,High (over 120%),305.76682859,555.75988897,86.627342124,0,249.99306037,86.627342124,0
,,,01129,Extremely low (0-30% AMI),106.65893095,207.29922009,104.76735781,146.89785049,,4.1270686703,
,,,01129,Very low (31-50%),35.896899372,124.58588549,89.333840593,87.614228648,,0.6448544797,
,,,01129,Low (51-80%),13.928856762,119.85695263,110.74300932,41.098725509,,4.8149134487,
,,,01129,Middle (81-120%),70.933992772,83.100247289,12.166254518,0,,0,
,,,01129,High (over 120%),40.883774016,57.778961385,,,16.895187369,,0
,,,01131,Extremely low (0-30% AMI),172.2588929,334.79741297,169.20391858,237.24652844,,6.6653985163,
,,,01131,Very low (31-50%),57.975080845,201.21171771,144.27810538,141.500856,,1.0414685182,
,,,01131,Low (51-80%),22.495719992,193.57428191,178.85486019,66.376260224,,7.776298269,
,,,01131,Middle (81-120%),114.561537,134.21057637,19.649039376,0,,0,
,,,01131,High (over 120%),66.029104052,93.315579228,,,27.286475176,,0
Alabama,Winston County,24203,01133,Extremely low (0-30% AMI),324.84026601,480.06258965,155.22232364,255.05281001,,0,
Alabama,Winston County,24203,01133,Very low (31-50%),77.819793976,471.92593558,394.10614161,280.92319729,,0,
Alabama,Winston County,24203,01133,Low (51-80%),-5.00717173,475.68131438,481.94027905,222.71482592,,1.2517929326,
Alabama,Winston County,24203,01133,Middle (81-120%),144.79071587,216.45586126,76.985265354,19.924370844,,5.3201199635,
Alabama,Winston County,24203,01133,High (over 120%),163.56760986,242.74351284,,,79.175902986,,0
,,,02013,Extremely low (0-30% AMI),18.533399205,23.002366782,11.980399366,31.97373561,,7.5114317884,
,,,02013,Very low (31-50%),14.955996232,28.296031618,15.112020037,19.73701142,,1.7719846504,
,,,02013,Low (51-80%),10.709919805,23.358992624,13.618649326,15.2791884,,0.9695765068,
,,,02013,Middle (81-120%),10.955100071,18.890025047,7.9349249753,15.23461017,,0,
,,,02013,High (over 120%),20.260805625,38.560169122,1.237045888,0,20.751166157,0,3.6888485489
,,,02016,Extremely low (0-30% AMI),88.960316184,110.41136056,57.505916956,153.47393093,,36.054872584,
,,,02016,Very low (31-50%),71.788781911,135.82095177,72.537696179,94.737654817,,8.5055263218,
,,,02016,Low (51-80%),51.407615065,112.12316459,65.369516763,73.340104322,,4.6539672327,
,,,02016,Middle (81-120%),52.584480342,90.672120223,38.087639881,73.126128817,,0,
,,,02016,High (over 120%),97.251867001,185.08881178,5.9378202624,0,99.605597555,0,17.706473035
Alaska,Anchorage Municipality,298384,02020,Extremely low (0-30% AMI),7563,9622,2461,1624,,402,
Alaska,Anchorage Municipality,298384,02020,Very low (31-50%),939,5949,5010,4364,,0,
Alaska,Anchorage Municipality,298384,02020,Low (51-80%),-2144,8513,10657,11027,,0,
Alaska,Anchorage Municipality,298384,02020,Middle (81-120%),6132,12565,6433,1404,,0,
Alaska,Anchorage Municipality,298384,02020,High (over 120%),4157,6471,140,0,2390,0,216
,,,02050,Extremely low (0-30% AMI),229.81415014,285.2293481,148.55695214,396.47432156,,93.141754176,
,,,02050,Very low (31-50%),185.45435327,350.87079207,187.38904846,244.73894161,,21.972609665,
,,,02050,Low (51-80%),132.80300558,289.65150854,168.87125164,189.46193617,,12.022748684,
,,,02050,Middle (81-120%),135.84324088,234.23631058,98.393069694,188.90916611,,0,
,,,02050,High (over 120%),251.23398975,478.14609711,15.339369011,0,257.31446035,0,45.741722006
,,,02060,Extremely low (0-30% AMI),17.915619231,22.235621223,11.58105272,30.907944423,,7.2610507288,
,,,02060,Very low (31-50%),14.457463024,27.352830564,14.608286036,19.07911104,,1.7129184954,
,,,02060,Low (51-80%),10.352922478,22.580359536,13.164694348,14.76988212,,0.9372572899,
,,,02060,Middle (81-120%),10.589930069,18.260357545,7.6704274761,14.726789831,,0,
,,,02060,High (over 120%),19.585445438,37.274830151,1.1958110251,0,20.059460619,0,3.5658869306
,,,02068,Extremely low (0-30% AMI),11.467948462,18.03158614,7.4582008044,5.2726603053,,0.8945631256,
,,,02068,Very low (31-50%),5.4761295652,13.821877314,10.615482424,8.2931263883,,2.2697346757,
,,,02068,Low (51-80%),0.5683106916,15.632052109,15.267210678,20.757372606,,0.20346926,
,,,02068,Middle (81-120%),8.8333723544,17.526421081,10.650563331,6.2479095168,,1.9575146044,
,,,02068,High (over 120%),13.092194451,21.192375851,1.6417864424,0,7.4897736206,0.1789126251,0.8524660374
,,,02070,Extremely low (0-30% AMI),77.222496687,95.843194926,49.918330691,133.22389837,,31.297632452,
,,,02070,Very low (31-50%),62.316650965,117.90013174,62.966750155,82.237547585,,7.3832693766,
,,,02070,Low (51-80%),44.624665855,97.329135933,56.74437219,63.663285002,,4.0399021117,
,,,02070,Middle (81-120%),45.646250297,78.708437694,33.062187397,63.477542376,,0,
,,,02070,High (over 120%),84.420023438,160.66737134,5.1543578667,0,86.463192322,0,15.370202287
Alaska,Fairbanks North Star Borough,99951,02090,Extremely low (0-30% AMI),2087.4684081,3282.223193,1357.5888148,959.76292978,,162.83403,
Alaska,Fairbanks North Star Borough,99951,02090,Very low (31-50%),996.79968954,2515.9454047,1932.297156,1509.5672428,,413.15144083,
Alaska,Fairbanks North Star Borough,99951,02090,Low (51-80%),103.44750141,2845.4448537,2779.034112,3778.3880609,,37.036759765,
Alaska,Fairbanks North Star Borough,99951,02090,Middle (81-120%),1607.9062257,3190.2698584,1938.6828043,1137.2839507,,356.31917153,
Alaska,Fairbanks North Star Borough,99951,02090,High (over 120%),2383.1239214,3857.570099,298.84833742,0,1363.3358983,32.566806,155.17125212
,,,02100,Extremely low (0-30% AMI),52.209344313,82.091168482,33.954440504,24.004479811,,4.0726163352,
,,,02100,Very low (31-50%),24.930800389,62.92591514,48.328380511,37.755549084,,10.33326576,
,,,02100,Low (51-80%),2.5873092012,71.166974077,69.505985454,94.500670021,,0.9263205782,
,,,02100,Middle (81-120%),40.215089929,79.791338081,48.488090955,28.444430168,,8.911842804,
,,,02100,High (over 120%),59.603937894,96.481079533,7.4744488034,0,34.098179904,0.814523267,3.8809638018
Alaska,Juneau City and Borough,32415,02110,Extremely low (0-30% AMI),519.9809263,817.59007684,338.17052595,239.07351858,,40.561375408,
Alaska,Juneau City and Borough,32415,02110,Very low (31-50%),248.29924318,626.7130161,481.3283215,376.02780966,,102.91454858,
Alaska,Juneau City and Borough,32415,02110,Low (51-80%),25.7684032,708.79015222,692.24747362,941.18297367,,9.2257246025,
Alaska,Juneau City and Borough,32415,02110,Middle (81-120%),400.52369912,794.68482955,482.91896368,283.29337098,,88.757833245,
Alaska,Juneau City and Borough,32415,02110,High (over 120%),593.62765891,960.90693662,74.442053689,0,339.6021039,8.1122750815,38.6526048
Alaska,Kenai Peninsula Borough,56812,02122,Extremely low (0-30% AMI),1087.4149017,1419.5707262,369.32564297,377.62953858,,37.169818457,
Alaska,Kenai Peninsula Borough,56812,02122,Very low (31-50%),-122.5813162,912.6376702,1062.1077912,696.73638427,,26.888804841,
Alaska,Kenai Peninsula Borough,56812,02122,Low (51-80%),-194.9438351,1319.9239788,1598.3021936,1102.8364221,,83.434379728,
Alaska,Kenai Peninsula Borough,56812,02122,Middle (81-120%),665.89334342,736.67416793,70.780824508,275.21482602,,0,
Alaska,Kenai Peninsula Borough,56812,02122,High (over 120%),835.92549168,1164.1270802,,,366.95310136,,38.751512859
,,,02150,Extremely low (0-30% AMI),358.31238463,444.71242446,231.62105441,618.15888845,,145.22101458,
,,,02150,Very low (31-50%),289.14926048,547.05661129,292.16572072,381.58222079,,34.258369907,
,,,02150,Low (51-80%),207.05844957,451.60719073,263.29388696,295.39764241,,18.745145798,
,,,02150,Middle (81-120%),211.79860138,365.2071509,153.40854952,294.53579663,,0,
,,,02150,High (over 120%),391.70890875,745.49660302,23.916220501,0,401.18921237,0,71.317738612
,,,02164,Extremely low (0-30% AMI),11.120039523,13.801420069,7.1882396195,19.184241366,,4.506859073,
,,,02164,Very low (31-50%),8.9735977389,16.977618971,9.0672120223,11.842206852,,1.0631907902,
,,,02164,Low (51-80%),6.4259518831,14.015395574,8.1711895953,9.1675130403,,0.5817459041,
,,,02164,Middle (81-120%),6.5730600427,11.334015028,4.7609549852,9.1407661022,,0,
,,,02164,High (over 120%),12.156483375,23.136101473,0.7422275328,0,12.450699694,0,2.2133091293
Alaska,Matanuska-Susitna Borough,93641,02170,Extremely low (0-30% AMI),1662.5850983,2170.4292738,564.67435703,577.37046142,,56.830181543,
Alaska,Matanuska-Susitna Borough,93641,02170,Very low (31-50%),-187.4186838,1395.3623298,1623.8922088,1065.2636157,,41.111195159,
Alaska,Matanuska-Susitna Borough,93641,02170,Low (51-80%),-298.0561649,2018.0760212,2443.6978064,1686.1635779,,127.56562027,
Alaska,Matanuska-Susitna Borough,93641,02170,Middle (81-120%),1018.1066566,1126.3258321,108.21917549,420.78517398,,0,
Alaska,Matanuska-Susitna Borough,93641,02170,High (over 120%),1278.0745083,1779.8729198,,,561.04689864,,59.248487141
,,,02180,Extremely low (0-30% AMI),197.07181155,244.59183345,127.39157992,339.98738865,,79.871558017,
,,,02180,Very low (31-50%),159.03209326,300.88113621,160.6911464,209.87022144,,18.842103449,
,,,02180,Low (51-80%),113.88214726,248.3839549,144.81163783,162.46870332,,10.309830189,
,,,02180,Middle (81-120%),116.48923076,200.86393299,84.374702237,161.99468814,,0,
,,,02180,High (over 120%),215.43989981,410.02313166,13.153921276,0,220.65406681,0,39.224756237
,,,02185,Extremely low (0-30% AMI),61.77799735,76.674555941,39.934664553,106.5791187,,25.038105961,
,,,02185,Very low (31-50%),49.853320772,94.320105395,50.373400124,65.790038068,,5.9066155013,
,,,02185,Low (51-80%),35.699732684,77.863308746,45.395497752,50.930628002,,3.2319216894,
,,,02185,Middle (81-120%),36.517000237,62.966750155,26.449749918,50.782033901,,0,
,,,02185,High (over 120%),67.53601875,128.53389707,4.1234862933,0,69.170553858,0,12.29616183
,,,02188,Extremely low (0-30% AMI),91.431436078,113.47834279,59.103303538,157.73709567,,37.056396823,
,,,02188,Very low (31-50%),73.782914742,139.59375598,74.552632184,97.36925634,,8.7417909419,
,,,02188,Low (51-80%),52.835604372,115.23769694,67.185336673,75.377329442,,4.7832441003,
,,,02188,Middle (81-120%),54.045160351,93.19079023,39.145629878,75.157410173,,0,
,,,02188,High (over 120%),99.953307751,190.23016767,6.1027597141,0,102.37241971,0,18.198319508
,,,02220,Extremely low (0-30% AMI),203.70697925,320.29791171,132.4811985,93.659097528,,15.890266048,
,,,02220,Very low (31-50%),97.273354119,245.52018913,188.56449043,147.31211348,,40.317655423,
,,,02220,Low (51-80%),10.094992548,277.67460984,271.19387388,368.71648707,,3.6142565912,
,,,02220,Middle (81-120%),156.90858787,311.324585,189.18763812,110.98260326,,34.771640998,
,,,02220,High (over 120%),232.55871722,376.44351841,29.163311805,0,133.04203142,3.1780532095,15.142488822
,,,02232,Extremely low (0-30% AMI),81.546956502,101.21041384,52.713757209,140.68443668,,33.050299869,
,,,02232,Very low (31-50%),65.806383419,124.50253912,66.492888164,86.842850249,,7.7967324617,
,,,02232,Low (51-80%),47.123647143,102.77956755,59.922057033,67.228428962,,4.26613663,
,,,02232,Middle (81-120%),48.202440313,83.116110205,34.913669891,67.032284749,,0,
,,,02232,High (over 120%),89.147544751,169.66474413,5.4430019072,0,91.305131092,0,16.230933615
,,,02240,Extremely low (0-30% AMI),60.961199718,95.852115799,39.646225329,28.028352149,,4.7553092469,
,,,02240,Very low (31-50%),29.109951899,73.474189932,56.429669729,44.084513959,,12.065431697,
,,,02240,Low (51-80%),3.0210199921,83.096698055,81.157277813,110.3418228,,1.0815997503,
,,,02240,Middle (81-120%),46.956347779,93.166764695,56.616152445,33.212571642,,10.405735528,
,,,02240,High (over 120%),69.595349448,112.65420847,8.7273910883,0,39.814059773,0.9510618494,4.5315299882
,,,02261,Extremely low (0-30% AMI),74.843453119,117.67982534,48.674573671,34.411046203,,5.8382014516,
,,,02261,Very low (31-50%),35.738950847,90.205936154,69.279990559,54.123561692,,14.813005252,
,,,02261,Low (51-80%),3.7089750398,102.0197085,99.638638107,135.46916858,,1.3279046439,
,,,02261,Middle (81-120%),57.649377471,114.38295864,69.508939635,40.77583053,,12.775358471,
